"Name Of Area","Latitide","Longitude","Climb Name","Climb Grade","Tide Season","Tide Height","Hours to be inaccesible","Lead","Date...11","2nd","Date...13"
"Hanois Cliff",49.425924,-2.668579,"Hanois Arete","VS 4b","All","High",-1,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Erehwon","HVS 5a","All","High",-1,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Zebedee","VS 5a","All","High",-1,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Dying Spark","HVS 5a","All","High",-1,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Dougal","HS 4b","All","High",-1,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Ember Crack","D","All","All",0,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Ember Crack Variation","E1 5a","All","All",0,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Sparklet","S","All","All",0,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Bridgeit the Midget","Vs 4b","All","All",0,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Nipper","VD","All","All",0,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"The Poison Dwarf","VD 4b","All","All",0,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Monopod","Hs 4b","All","All",0,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Pedagogue","E1 5b","All","All",0,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Piper","HVS 5b","All","All",0,NA,NA,NA,NA
"Hanois Cliff",49.425924,-2.668579,"Slimmer's Chimney","D","All","All",0,NA,NA,NA,NA
"Liberator Gully",49.425687,-2.668454,"Sleepwalker","D","All","High",-1,NA,NA,NA,NA
"Liberator Gully",49.425687,-2.668454,"Dreams of Cream","VD","All","High",-1,NA,NA,NA,NA
"Liberator Gully",49.425687,-2.668454,"Sour Kraut","D","All","High",-1,NA,NA,NA,NA
"Liberator Gully",49.425687,-2.668454,"Victory Vee","HVS 5b","All","High",-1,NA,NA,NA,NA
"Liberator Gully",49.425687,-2.668454,"Victory Vee Variation Finish","HVS 4c","All","High",-1,NA,NA,NA,NA
"Liberator Gully",49.425687,-2.668454,"Liberation Crack","S","All","High",-1,NA,NA,NA,NA
"Liberator Gully",49.425687,-2.668454,"Directissima","E1 5a","All","High",-1,NA,NA,NA,NA
"Liberator Gully",49.425687,-2.668454,"Petit Surplomb","VS 4c","All","High",-1,NA,NA,NA,NA
"Liberator Gully",49.425687,-2.668454,"Prussian Blues","E2 5c","All","All",0,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Thriller","E4 6a","All","All",0,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Ashes to Ashes","E1 5b","All","All",0,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Salai","VS 4c","All","All",0,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Salai, Direct Start","HVS 4c","All","All",0,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Unknown Name","E3 5b","All","All",0,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Take the Stone","E5 6b","All","All",0,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Sword in the Stone","E5 6a/6b","All","All",0,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Incensed","E5 6b","All","All",0,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Pull Harder Still!","E3 5c","All","All",0,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Excalibur","E1 5b","All","All",0,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Prospector e.k.a. Dead Metal Hunger","E5/E6 6b","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Desecration","E1 5a","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Cabochon","E3 5c","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Guinevere","E2 5b","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Pagasus","HVS 5a","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Mercury","E1 5b","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Have Fun Going Blind","E2 5b","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Icarus","E1 5a","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Icarus Variation","HVS 5a","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Gorgon","D","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"The Knights That Say \"Read\"","E2 5b","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Skin Flakes","S","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Murphy's Law","HS 4c","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"E.P","S","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Laurel and Hardy","S","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Fascination","HS 4b","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Broken Finger","VS 4c","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Conan the Vegetarian","VS 4c","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Born to be a Barnacle","?? ??","All","High",-1,NA,NA,NA,NA
"Excalibur Buttress",49.425042,-2.667682,"Gollum's Groove","?? ??","All","High",-1,NA,NA,NA,NA
"West Face",49.425174,-2.666807,"Slippery Dick's Second Climbing","S","Spring","Low",3,NA,NA,NA,NA
"West Face",49.425174,-2.666807,"Finale","HVS 4b","Spring","Low",3,NA,NA,NA,NA
"West Face",49.425174,-2.666807,"Crazy Paving","HS","Spring","Low",3,NA,NA,NA,NA
"West Face",49.425174,-2.666807,"Spartacus","VS","Spring","Low",3,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Screech","VS 4c","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Consigilori","E2 5b","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Easy Route","M","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Scuttlefish","D","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Struggling","HS 4a","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Satisfaction","VD","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Satisfaction Variation","VD","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"A Walk on the Wild Side","E2 5c","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"L'Angle Wangle","E1 5b","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"L'Angle Dangle","HVS 5b","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Cleavage (or is it Cleave, due to rock fall)","VS 4c","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Grope","S","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Larus Neuroticus","VS 4c","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Raider","VD","All","HIgh",1,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Munchkin Madness","HVS 4b","All","All",0,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Jungle Rock","VS 4c","All","All",0,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Ac-ac Pi-pi","HVS 4c","All","All",0,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Tears for Fears","E2 5b","All","All",0,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Agrophobia","E1 5b","All","All",0,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Incarp","S","All","All",0,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Breaking Glass","S","All","All",0,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Initial","S","All","All",0,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Sandstorm","VS 4c","All","All",0,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"The Howlign","HVS 5b","All","All",0,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"Blockbuster","E1 5b","All","All",0,NA,NA,NA,NA
"Gull Cliff",49.424819,-2.664329,"The Worst Route In Guernsey","HS 4b","All","All",0,NA,NA,NA,NA
"Cave Wall",49.424562,-2.664329,"Slime Climb","VS 5a","All","All",0,NA,NA,NA,NA
"Cave Wall",49.424562,-2.664329,"Pagan","E2 5b","All","All",0,NA,NA,NA,NA
"Cave Wall",49.424562,-2.664329,"Infidel","HVS 4c","All","All",0,NA,NA,NA,NA
"Cave Wall",49.424562,-2.664329,"Lady Suicide","E4 5c","All","All",0,NA,NA,NA,NA
"Cave Wall",49.424562,-2.664329,"Fifth Dimentia","E5 6a","All","All",0,NA,NA,NA,NA
"Cave Wall",49.424562,-2.664329,"Barbarian","HVS 4c","Spring","Low",1,NA,NA,NA,NA
"Cave Wall",49.424562,-2.664329,"Trialogue Wall","HVS 5a","Spring","Low",1,NA,NA,NA,NA
"Cave Wall",49.424562,-2.664329,"Porkey","VS 4c","Spring","Low",1,NA,NA,NA,NA
"Cave Wall",49.424562,-2.664329,"Metta","E3 5c","Spring","Low",1,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Pearly Gates","HVS 4c","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Rub Some Dirt On It","E5 6b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Climax","E1 5c","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Cream Teaze","E1 5a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Auk Chasm","VS","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Chunder","E1 5b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Mad Dog Rides Again","E2 5c","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Vermicious Knid","VS 4b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Dodo","D","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Smurf","HS 4b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"The Tetrad","E1","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Shot In the Dark","S","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Shot In the Dark Variation","HVS 5a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Riders on the Storm","E1 5b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Stormbringer","Vs 4c","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Medium Rare","E2 5b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Sunburnt Finish","VS 5a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Borderline","E2 5b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Styx Trip","E3 6a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Hades","E3 5c","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Fallen Angel Direct","E3 5c","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Fallen Angel","E2 5b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"After the Gold-Rush","E1 5b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Titanium Stripper","E3 6a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Corridors of Power, Direct Finish","E3 6a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Corridors of Power","E3 6a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Corridors of Power Direct Start","E4 5c/6a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Tao","E3","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Procastination (Crack)","E3 5c","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Chockstone Chimney","HS 4b","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Rat Trap","VS 4c","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"SledgeHammer","E3 5c","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Valediction","E3 5c","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Trail of Deception","E3 5b","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Trail of Deception: Sledgehammer Start","E2 5b","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Path Of Righteousness","E5 6a","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"A Guernsey Double","E6 6b","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Soleil du Midi","E4 6a","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Nightshift","E5 6a","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Nemesis","E4 6b","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Space Invader","E1 5b","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Interstellar Overdrive","E1 5b","All","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"The Black Hole","HVS/E1 5a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Outer Spacw","E4 6a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"The Genesis Girls","E6 6b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Genesis Gorulla","E3 5b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Genesis Gorilla, Direct Start","E4 5c","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Crossing the Rubicon","E2 5b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Breathless","HVS 5b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Chimp","VS 4b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Witless","E2 5b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Rock of Ages","HVS 5a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"The Mirken","E1 5b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Slimy Squeeze","S","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Orca","VS 4c","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"The Sexton","E2 5b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Vapour Trail","HVS 5a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Liquidity Preference","VD","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Wall Street","HVS 5a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Traded Option","VD","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Small Fry a.k.a. You're Like This","S 4c","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Insider Deal","HS 4b","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Footsie","HS 4a","Neap","High",0,NA,NA,NA,NA
"Gull Zawn",49.424208,-2.664204,"Middle Age Spead","D","Neap","High",0,NA,NA,NA,NA
"Gull Stack",49.423799,-2.664079,"Dune","VS 4c","All","High",4,NA,NA,NA,NA
"Gull Stack",49.423799,-2.664079,"Arthur Fairweather","HS","All","High",4,NA,NA,NA,NA
"Gull Stack",49.423799,-2.664079,"Typhoon","VS 4c","All","High",4,NA,NA,NA,NA
"Gull Stack",49.423799,-2.664079,"April Shower","VD 4c","All","High",4,NA,NA,NA,NA
"Gull Stack",49.423799,-2.664079,"Alter the Flood","HS 4c","All","High",4,NA,NA,NA,NA
"Gull Stack",49.423799,-2.664079,"Coriolis","VS 4b","All","High",4,NA,NA,NA,NA
"Gull Stack",49.423799,-2.664079,"Mistral","HS 4b","All","High",4,NA,NA,NA,NA
"Gull Stack",49.423799,-2.664079,"Pale Rider a.k.a. Eevee Believee!","E1/E2 5b","All","High",4,NA,NA,NA,NA
"Gull Stack",49.423799,-2.664079,"Waiting for the Hurricane","VS 4c","All","High",4,NA,NA,NA,NA
"Gull Stack",49.423799,-2.664079,"Rebirth","E1 5b","All","High",4,NA,NA,NA,NA
"Gull Stack",49.423799,-2.664079,"Storm","E1 5b","All","High",4,NA,NA,NA,NA
"Gull Stack",49.423799,-2.664079,"Tremor","HVS","All","High",4,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Chateua du Stable","E2 5b","Spring","Low",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Newsflash","E3 6a","Spring","Low",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Ivy Sea","VS 4c","Spring","Low",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Back to Nature","HS 4b","Spring","Low",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Bird's Nest Soup","VS 4b","Spring","Low",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Illusion","HVS 5a","Neap","Low",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Gwillome Le Current Bun","E2 5b","Neap","Low",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Molotov","E6 6b","Neap","Low",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Reality","VS 4b","Neap","Low",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Dissection","E5 6a/6b","Neap","Low",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Harry Monk","E1 5b","Neap","Low",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Failing to Exist","E1/E2","All","All",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Fantasy Ridge","E3 5b","All","All",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Virgin on the Ridiculous","E1 5a","All","All",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Virgin on the Ridiculous, Direct Finish","E1 5b","All","All",0,NA,NA,NA,NA
"Mole Wall",49.423937,-2.663307,"Loose Living","VS 4c","All","All",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Better Starve Free","E4 6a","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Silence the Critics","E1 5b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Purple Haze","E2 5c","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Last Legs","HS 4b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Hot Today","HS 4b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"In High Seas","E4 6a","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"The Stinker","E1 5b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"The Thinker","VS 4c","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"The Thinker, Direct Start","E1 5a","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Think Before You Stink","E1 5b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Blood Lust","HVS 5a","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"The Baldest","E1 5b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Panache","VD","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"The Witch's Tooth","S","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Friday the Thirteenth","VS 5a","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"The Curtains","E2 5c","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Les Bonbons","E2 5b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Claystorm","E1 5b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Dead Slappy","E5 6b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Born a Believer","E5 6a","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"The Christian","E6 6b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Eels on Wheels","E5 6a","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Eel Bred","E5 6a/6b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Hugo's Here","E4 6a","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Victor","E6 6a","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Toiler on the Sea","E4 5c","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"King Conger","E6 6b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Gales from the Crypt","E5","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Remington","HVS","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Ghost Machine","E1 5b","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"The Shooting Gallery","HVS","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"MP4","E2 5c","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"MP3","E5 6a","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Les Misrables","E4 5c","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Hedgehog Highway","HVS 5a","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"China Wall","VS 4c","All","High",4,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Conger Slab","E2 5b","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Le Jardinier","E2 5b","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Gardener's World","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Dr.Jeckyll","VS 4c","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Nowhere to Hyde","VS","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Survival","HS","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Quo Vaids","VS","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Qui Va La","E1","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"B'Stard","E1 5b","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Mai a la Tete","E1 5b","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Laissez-Faire","E1 5b","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Chickenhead","HS 4a","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Rooster Booster","HS 4b","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Small Talk","HS 4b","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Small Talk, Direct Start","HVS 5c","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Cling or Swing","VS","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Sandhopper","VS 4c","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Eclipse","VS 4b","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Running on Empty","E1 5b","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"The Devil's Breath","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Top Up","HS 4b","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"La Carre","HS 4b","Spring","Low",0,NA,NA,NA,NA
"La Congrelle",49.424451,-2.663079,"Negoce","HVS 5a","Spring","Low",0,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Unknown Name","VD","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Gimmer's Grove","VD","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Progressive Yoga","HS 4b","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Cowboys of the Sea","HVS 5a","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Ghost Ship","VS 4c","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Marie Celeste","S","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"The Flying Duchman","HS 3c","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Nervous Wreck","S","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Unknown Name","D","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Unknown Name","VD","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Unknown Name","VD","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Unknown Name","D","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Thor","E1 5a","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Asgard","E1 5b","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Vraic","D","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Sea Witch","HVS 5a","All","High",4,NA,NA,NA,NA
"Innominate Point",49.423812,-2.661943,"Sidney's Seam","E3 5c","All","High",4,NA,NA,NA,NA
